,name,address,sido,gugun
556,중앙(창원 성산),경남 창원시 성산구 중앙동 100-1,경남,창원시
557,감계,경남 창원시 의창구 북면 감계리 246-4,경남,창원시
558,도계명서,경남 창원시 의창구 도계동 396-9,경남,창원시
559,동읍,경남 창원시 의창구 동읍 용잠리 371-2,경남,창원시
560,봉곡사림,경남 창원시 의창구 봉곡동 132-18,경남,창원시
561,용지호수,경남 창원시 의창구 용호동 73-50,경남,창원시
562,중동소답,경남 창원시 의창구 서상동 666-6,경남,창원시
563,팔용,경남 창원시 의창구 팔용동 183-10,경남,창원시
564,석동덕산,경남 창원시 진해구 석동 139-6,경남,창원시
565,웅동용원,경남 창원시 진해구 용원동 1214-11,경남,창원시
566,중앙(진해),경남 창원시 진해구 여좌동 925-40,경남,창원시
567,태평,경남 창원시 진해구 수송동 12-11,경남,창원시
568,풍호,경남 창원시 진해구 풍호동 305-17,경남,창원시
569,미수봉평,경남 통영시 미수동 22-1번지 운하상가 115호,경남,통영시
570,북신무전,경남 통영시 무전동 1033-2,경남,통영시
571,죽림,경남 통영시 광도면 죽림리 1574-57 가동 103호,경남,통영시
572,함안,경남 함안군 가야읍 말산리 58-27,경남,함안군
573,함양,경남 함양군 함양읍 용평리 773-1,경남,함양군
574,합천,경남 합천군 합천읍 합천리 320-3,경남,합천군
575,대정,제주 서귀포시 대정읍 하모리 1048-4,제주,서귀포시
576,서귀포1호,제주 서귀포시 동흥동 117-6,제주,서귀포시
577,서귀포명동,제주 서귀포시 서귀동 408-3,제주,서귀포시
578,서귀포혁신도시,제주 서귀포시 강정동 166-10,제주,서귀포시
579,성산일출봉,제주 서귀포시 성산읍 성산리 362-1,제주,서귀포시
580,중문,제주 서귀포시 중문동 1965-9,제주,서귀포시
581,표선,제주 서귀포시 표선리 633-3,제주,서귀포시
582,건입,제주 제주시 일도2동 160-9,제주,제주시
583,노형,제주 제주시 노형동 1055-1,제주,제주시
584,도두해안도로,제주 제주시 도두1동 2625-4,제주,제주시
585,삼양화북,제주 제주시 화북1동 1023-2,제주,제주시
586,아라이도,제주 제주시 이도2동 1970-24,제주,제주시
587,외도하귀,제주 제주시 애월읍 하귀1리 167,제주,제주시
588,용담삼도,제주 제주시 용담2동 624-10 1층,제주,제주시
589,이도일도,제주 제주시 이도이동 1179-18,제주,제주시
590,제주1호,제주 제주시  연동 272-30,제주,제주시
591,탑동(제주),제주 제주시 삼도이동 1192-22,제주,제주시
592,한림협재,제주 제주시 한림읍 한림리 1582-8,제주,제주시
593,함덕,제주 제주시 조천읍 함덕리 1004-41,제주,제주시
